id,movieData_pl_title,streaming_netflix_internalId,rating_filmweb_internalId,rating_filmweb_title,rating_filmweb_year,rating_filmweb_type,rating_filmweb_subType,rating_filmweb_originalTitle,rating_filmweb_posterPath,rating_filmweb_value,rating_filmweb_count,rating_filmweb_wantToSee
179,Siedem lat w Tybecie,1179053,168,Siedem lat w Tybecie,1997,film,film_cinema,Seven Years in Tibet,/01/68/168/7984582_1.$.jpg,7.47286,142053,34758
180,Nędznicy,5670503,829448,Nędznicy,2019,film,film_cinema,Les Misérables,/94/48/829448/7916637_1.$.jpg,7.40751,17207,14121
181,Jaś Fasola: Nadciąga totalny kataklizm,1171655,527,Jaś Fasola: Nadciąga totalny kataklizm,1997,film,film_cinema,Bean,/05/27/527/7535034_1.$.jpg,7.0163,74844,2414
182,Ona,70278933,646395,Ona,2013,film,film_cinema,Her,/63/95/646395/7595144_2.$.jpg,7.4557,173912,50774
183,Belfast,81457437,866220,Belfast,2021,film,film_cinema,Belfast,/62/20/866220/8001826_2.$.jpg,7.05715,17953,13175
184,Godziny,60025007,32380,Godziny,2002,film,film_cinema,The Hours,/23/80/32380/6900498_1.$.jpg,7.32187,109481,69006
185,"Tamte dni, tamte noce",80169498,779394,"Tamte dni, tamte noce",2017,film,film_cinema,Call Me by Your Name,/93/94/779394/7840335_1.$.jpg,7.64262,126409,37736
186,Bliscy nieznajomi,80240088,801813,Bliscy nieznajomi,2018,film,film_cinema,Three Identical Strangers,/18/13/801813/7834392_1.$.jpg,7.20227,6432,3649
187,Nowy początek,80117799,712896,Nowy początek,2016,film,film_cinema,Arrival,/28/96/712896/7756000_1.$.jpg,7.25393,191818,37264
188,Midnight Express,759396,7714,Midnight Express,1978,film,film_cinema,Midnight Express,/77/14/7714/7368690_1.$.jpg,7.46509,32142,34671
189,Midnight Express,759396,7714,Midnight Express,1978,film,film_cinema,Midnight Express,/77/14/7714/7368690_1.$.jpg,7.46509,32142,34671
190,Przeznaczenie,70305196,656595,Przeznaczenie,2014,film,film_cinema,Predestination,/65/95/656595/7660494_1.$.jpg,7.12532,74355,22941
191,Inside Job,70139555,573864,Inside Job,2010,film,film_cinema,Inside Job,/38/64/573864/7444762_2.$.jpg,7.59389,17515,15575
192,Kod nieśmiertelności,70141646,418967,Kod nieśmiertelności,2011,film,film_cinema,Source Code,/89/67/418967/7370853_1.$.jpg,7.32611,193802,30786
193,Lot nad kukułczym gniazdem,825812,1019,Lot nad kukułczym gniazdem,1975,film,film_cinema,One Flew Over the Cuckoo's Nest,/10/19/1019/6974780_1.$.jpg,8.48287,410396,104376
194,NYAD,81447231,870334,Nyad,2023,film,film_cinema,Nyad,/03/34/870334/8094341_1.$.jpg,6.61819,8355,2994
195,Lektor,70109683,439584,Lektor,2008,film,film_cinema,The Reader,/95/84/439584/7240104_2.$.jpg,7.80061,206802,63066
196,Egzorcysta: Początek,70000088,32988,Egzorcysta: Początek,2004,film,film_cinema,Exorcist: The Beginning,/29/88/32988/7543973_1.$.jpg,5.64941,21886,3239
197,Glass,81011819,798782,Glass,2019,film,film_cinema,Glass,/87/82/798782/7872512_1.$.jpg,6.09699,65851,27304
198,Stan gry,70102779,339949,Stan gry,2009,film,film_cinema,State of Play,/99/49/339949/7251268_2.$.jpg,7.18465,63484,18495
199,Red Eye,70028900,147688,Red Eye,2005,film,film_cinema,Red Eye,/76/88/147688/7109945_1.$.jpg,6.25671,36710,7942
200,Pasażerowie,80117456,558175,Pasażerowie,2016,film,film_cinema,Passengers,/81/75/558175/7760957_1.$.jpg,6.67044,174205,28102
201,Wyścig z czasem,70202129,587175,Wyścig z czasem,2011,film,film_cinema,In Time,/71/75/587175/7390945_1.$.jpg,7.04495,203872,27740
202,Kod nieśmiertelności,70141646,418967,Kod nieśmiertelności,2011,film,film_cinema,Source Code,/89/67/418967/7370853_1.$.jpg,7.32611,193802,30786
203,Obrońcy skarbów,70283196,673404,Obrońcy skarbów,2014,film,film_cinema,The Monuments Men,/34/04/673404/7595027_2.$.jpg,5.64712,31895,13538
204,Fatalne zauroczenie,60010341,1453,Fatalne zauroczenie,1987,film,film_cinema,Fatal Attraction,/14/53/1453/7976763_1.$.jpg,7.17648,35987,13947
205,Ojciec Chrzestny,60011152,1089,Ojciec chrzestny,1972,film,film_cinema,The Godfather,/10/89/1089/7196615_1.$.jpg,8.63817,550165,96754
206,Czas na miłość,70261674,644432,Czas na miłość,2013,film,film_cinema,About Time,/44/32/644432/7563710_1.$.jpg,7.58509,201636,41781
207,Glass Onion: Film z serii „Na noże”,81458416,876242,"Glass Onion: Film z serii ""Na noże""",2022,film,film_cinema,Glass Onion: A Knives Out Mystery,/62/42/876242/8038804_1.$.jpg,6.57501,94096,6228
208,Jak zostalem gangsterem. Historia prawdziwa,81286570,835083,Jak zostałem gangsterem. Historia prawdziwa,2019,film,film_cinema,Jak zostałem gangsterem. Historia prawdziwa,/50/83/835083/7907992_1.$.jpg,7.35145,131257,11412
209,Interstellar,70305903,375629,Interstellar,2014,film,film_cinema,Interstellar,/56/29/375629/7670122_2.$.jpg,7.95442,398980,58081
210,Maska,70027007,7585,Maska,1994,film,film_cinema,The Mask,/75/85/7585/8063373_1.$.jpg,6.77352,310715,8971
211,1983,80205593,804769,1983,2018,serial,serial_tv,1983,/47/69/804769/7866076_1.$.jpg,6.26196,37036,9910
212,Służby specjalne,81307530,699881,Służby specjalne,2014,film,film_cinema,Służby specjalne,/98/81/699881/7637158_1.$.jpg,7.01977,107637,20515
213,Raport Pileckiego,81713152,10038612,Raport Pileckiego,2023,film,film_cinema,Raport Pileckiego,/86/12/10038612/8082760_2.$.jpg,6.50528,5399,2457
214,Jak pokochałam gangstera,81399298,871817,Jak pokochałam gangstera,2022,film,film_cinema,Jak pokochałam gangstera,/18/17/871817/7990593_1.$.jpg,5.91756,54333,3068
215,Znaki,81189092,32226,Znaki,2002,film,film_cinema,Signs,/22/26/32226/7535945_1.$.jpg,6.25567,180617,25591
216,Forst,81488784,10011886,Forst,2024,serial,serial_tv,Forst,/18/86/10011886/8105740_2.$.jpg,4.9943,18069,3787
217,Informacja Zwrotna,81507265,10011883,Informacja zwrotna,2023,serial,serial_tv,Informacja zwrotna,/18/83/10011883/8098597_1.$.jpg,7.48886,36086,9842
218,Co kryją jej oczy,80244630,848394,Co kryją jej oczy,2021,serial,serial_tv,Behind Her Eyes,/83/94/848394/7944564_1.$.jpg,7.05701,28204,5943
219,Lupin,80994082,855446,Lupin,2021,serial,serial_tv,Lupin,/54/46/855446/7941681_2.$.jpg,7.18391,55483,7363
220,Sprawa Asunty,81632782,10049310,Sprawa Asunty,2024,serial,mini_serial,El caso Asunta,/93/10/10049310/8125002.$.jpg,6.10574,2856,622
221,Sygnał,81441399,692649,Sygnał,2014,film,film_cinema,The Signal,/26/49/692649/7680923_1.$.jpg,5.90535,17950,7674
222,Informacja Zwrotna,81507265,10011883,Informacja zwrotna,2023,serial,serial_tv,Informacja zwrotna,/18/83/10011883/8098597_1.$.jpg,7.48886,36086,9842
223,"Ania, nie Anna",80136311,781264,"Ania, nie Anna",2017,serial,serial_tv,Anne,/12/64/781264/7846872_1.$.jpg,8.13731,55482,14242
224,Kalifat,80240005,849666,Kalifat,2020,serial,serial_tv,Kalifat,/96/66/849666/7918872_1.$.jpg,8.10383,34816,10521
225,Telefonistki,80100929,782922,Telefonistki,2017,serial,serial_tv,Las chicas del cable,/29/22/782922/8088907_1.$.jpg,7.43359,12860,6768
226,Już nie żyjesz,80219707,810189,Już nie żyjesz,2019,serial,serial_tv,Dead to Me,/01/89/810189/7919545_1.$.jpg,7.26568,26061,6413
227,Designated Survivor,80113647,766285," Designated Survivor",2016,serial,serial_tv," Designated Survivor",/62/85/766285/7745200_1.$.jpg,7.22506,16116,5887
228,Sex Education,80197526,809758,Sex Education,2019,serial,serial_tv,Sex Education,/97/58/809758/8088782_2.$.jpg,7.57916,122984,11397
229,Recepta na przekręt,81614419,10036496,Recepta na przekręt,2023,film,film_cinema,Pain Hustlers,/64/96/10036496/8095187_2.$.jpg,6.2979,11786,2299
230,Rocketman,81044418,634647,Rocketman,2019,film,film_cinema,Rocketman,/46/47/634647/7887425_2.$.jpg,7.17726,65621,17815
231,The Matrix,20557937,628,Matrix,1999,film,film_cinema,The Matrix,/06/28/628/7685907_1.$.jpg,7.57609,835249,39522
232,Zabójca,80234448,10002852,Zabójca,2023,film,film_cinema,The Killer,/28/52/10002852/8095258_1.$.jpg,6.19844,35588,10002
233,Motyl Still Alice,70301350,702277,Motyl Still Alice,2014,film,film_cinema,Still Alice,/22/77/702277/7715646_2.$.jpg,7.5075,80997,33758
234,Monachium,70038133,181198,Monachium,2005,film,film_cinema,Munich,/11/98/181198/7106226_2.$.jpg,7.35722,57497,24161
235,Praktykant,80047616,704026,Praktykant,2015,film,film_cinema,The Intern,/40/26/704026/7702551_1.$.jpg,7.19476,204363,22234
236,Fair Play,81674326,10026692,Fair Play,2023,film,film_cinema,Fair Play,/66/92/10026692/8086178_1.$.jpg,6.00269,7448,1755
237,Niepokój,70059990,284374,Niepokój,2007,film,film_cinema,Disturbia,/43/74/284374/7610271_2.$.jpg,7.00186,83853,15077
238,Znachor,81516046,1175,Znachor,1981,film,film_cinema,Znachor,/11/75/1175/8069682_1.$.jpg,7.66584,152129,14291
239,Monachium,70038133,181198,Monachium,2005,film,film_cinema,Munich,/11/98/181198/7106226_2.$.jpg,7.35722,57497,24161
240,Na Zachodzie bez zmian,81260280,430867,Na Zachodzie bez zmian,2022,film,film_cinema,Im Westen nichts Neues,/08/67/430867/8035016_1.$.jpg,7.31523,59497,14431
241,Wymazać siebie,80240538,788703,Wymazać siebie,2018,film,film_cinema,Boy Erased,/87/03/788703/8125835.$.jpg,6.90956,14861,10346
242,Strzępy,81748136,10015974,Strzępy,2022,film,film_cinema,Strzępy,/59/74/10015974/8088271_2.$.jpg,7.23029,4299,3235
243,Zaginione nocą,81163835,10055288,Zaginione nocą,2024,film,film_cinema,Svaniti nella notte,/52/88/10055288/8135300.$.jpg,4.83562,2482,257
244,After Life,80998491,824412,After Life,2019,serial,serial_tv,After Life,/44/12/824412/7919447_1.$.jpg,7.85694,48834,15555
245,Anatomia skandalu,81152788,10005447,Anatomia skandalu,2022,serial,mini_serial,Anatomy of a Scandal,/54/47/10005447/8005758_1.$.jpg,6.45747,8934,1698
246,Kim jest Anna?,81008305,852646,Kim jest Anna?,2022,serial,mini_serial,Inventing Anna,/26/46/852646/7999997_1.$.jpg,5.84424,13559,1904
247,Narodziny gwiazdy,80221908,542576,Narodziny gwiazdy,2018,film,film_cinema,A Star Is Born,/25/76/542576/7849767_2.$.jpg,7.40113,196071,27424
248,Irlandczyk,80175798,513794,Irlandczyk,2019,film,film_cinema,The Irishman,/37/94/513794/7902504_1.$.jpg,7.09,100636,38220
249,Pierwszy śnieg,80185764,668347,Pierwszy śnieg,2017,film,film_cinema,The Snowman,/83/47/668347/7802561_1.$.jpg,5.42172,50526,22830
250,Czarny telefon,81488656,869059,Czarny telefon,2021,film,film_cinema,The Black Phone,/90/59/869059/7978011_1.$.jpg,6.45346,32576,7117
251,Perfumiarz,81410551,10019062,Perfumiarz,2022,film,film_video,Der Parfumeur,/90/62/10019062/8029438_1.$.jpg,3.43931,346,206
252,Niewidzialny Strażnik,80173176,779385,Niewidzialny strażnik,2017,film,film_cinema,El guardián invisible,/93/85/779385/7777707_2.$.jpg,6.51284,13864,3580
253,Podwójne morderstwo: Cisza białego miasta,81038589,824452,Podwójne morderstwo: Cisza białego miasta,2019,film,film_cinema,El silencio de la ciudad blanca,/44/52/824452/8038070_2.$.jpg,5.29904,3451,512
254,Potwór w masce,81708886,10037265,Potwór w masce,2023,film,film_cinema,Kaibutsu no Kikori,/72/65/10037265/8127361.$.jpg,5.71528,144,101
255,Kolekcjoner,1180086,85,Kolekcjoner,1997,film,film_cinema,Kiss the Girls,/00/85/85/7984197_1.$.jpg,7.20031,54206,11880
256,Demon Barber of Fleet Street,70017767,191945,Sweeney Todd: Demoniczny golibroda z Fleet Street,2007,film,film_cinema,Sweeney Todd: The Demon Barber of Fleet Street,/19/45/191945/7379045_1.$.jpg,7.51618,212718,66731
257,Pierwszy śnieg,80185764,668347,Pierwszy śnieg,2017,film,film_cinema,The Snowman,/83/47/668347/7802561_1.$.jpg,5.42172,50526,22830
258,Bodkin,81423482,10050390,Bodkin,2024,serial,serial_tv,Bodkin,/03/90/10050390/8126703.$.jpg,6.20256,1565,609
259,Atypowy,80117540,778573,Atypowy,2017,serial,serial_tv,Atypical,/85/73/778573/7798674_2.$.jpg,7.72831,56594,11310
260,Ranczo,81307608,262774,Ranczo,2006,serial,serial_tv,Ranczo,/27/74/262774/7222408_2.$.jpg,7.38399,83477,5171
261,Rita,70285368,658827,Rita,2012,serial,serial_tv,Rita,/88/27/658827/7472830_2.$.jpg,7.51111,4995,1699
262,Wednesday,81231974,877761,Wednesday,2022,serial,serial_tv,Wednesday,/77/61/877761/8032433_1.$.jpg,7.43892,86036,11919
263,Arcane,81435684,873628,Arcane,2021,serial,serial_tv,Arcane,/36/28/873628/8130321.$.jpg,8.55418,39368,7280
264,Ania,81713122,10007875,Ania,2022,film,film_cinema,Ania,/78/75/10007875/8023202_1.$.jpg,7.25861,9091,2133
265,Aquaman,81004278,549085,Aquaman,2018,film,film_cinema,Aquaman,/90/85/549085/7867964_2.$.jpg,6.56305,113021,16484
266,Avatar: Legenda Aanga,70142405,148944,Two Marriages,1983,serial,serial_tv,Two Marriages,,6,3,1
267,Akademia pana Kleksa,81399299,3734,Akademia pana Kleksa,1983,film,film_cinema,Akademia pana Kleksa,/37/34/3734/7854160_1.$.jpg,6.92226,57639,3000
268,Aż do kości,80171659,771035,Aż do kości,2017,film,film_cinema,To the Bone,/10/35/771035/7797045_1.$.jpg,6.8518,78495,18255
269,Agenci bardzo specjalni,60034587,114295,Agenci bardzo specjalni,2004,film,film_cinema,White Chicks,/42/95/114295/7034549_2.$.jpg,6.52575,36234,3748
270,Anioły i demony,70103523,330332,Anioły i demony,2009,film,film_cinema,Angels & Demons,/03/32/330332/7248812_2.$.jpg,7.01843,235816,19812
271,Atlas,81012048,10018491,Atlas,2024,film,film_cinema,Atlas,/84/91/10018491/8118415_1.$.jpg,5.21245,8289,1404
272,Awatar: Ostatni władca wiatru,80237957,832858,Awatar: Ostatni władca wiatru,2024,serial,serial_tv,Avatar: The Last Airbender,/28/58/832858/8110038_2.$.jpg,6.91696,6310,2794
273,American Gangster,70060009,130130,American Gangster,2007,film,film_cinema,American Gangster,/01/30/130130/7338427_1.$.jpg,7.79204,203446,68488
274,Alpinista,81500204,869462,Alpinista,2021,film,film_cinema,The Alpinist,/94/62/869462/7967618_1.$.jpg,7.78531,2273,1023
275,Antracyt,81520697,10049489,Antracyt,2024,serial,mini_serial,Anthracite,/94/89/10049489/8122443_1.$.jpg,5.99816,2718,852
276,Apollo 13: Walka o przetrwanie,81444292,10057055,Apollo 13: Walka o przetrwanie,2024,film,film_cinema,Apollo 13: Survival,/70/55/10057055/8142033.$.jpg,6.57692,26,80
277,Alvinnn!!! I wiewiórki,80097036,744076,Alvinnn!!! I wiewiórki,2015,serial,serial_tv,ALVINNN!!! And the Chipmunks,/40/76/744076/7903176_2.$.jpg,4.72282,653,55
278,Anihilacja,80206300,730844,Anihilacja,2018,film,film_cinema,Annihilation,/08/44/730844/7833139_2.$.jpg,6.2255,103521,19745
279,Przewodnik po zbrodni według grzecznej dziewczynki,81759464,10051410,Przewodnik po zbrodni według grzecznej dziewczynki,2024,serial,serial_tv,A Good Girl's Guide to Murder,/14/10/10051410/8138057.$.jpg,6.29581,3367,1880
280,Alice in Borderland,80200575,853619,Alice in Borderland,2020,serial,serial_tv,Imawa no Kuni no Alice,/36/19/853619/7936340_2.$.jpg,7.24215,16238,5251
281,Archiwista,81446621,844463,Archiwista,2020,serial,serial_tv,Archiwista,/44/63/844463/8058669_1.$.jpg,6.11552,4181,931
282,Akademia Dobra i Zła,80218885,870996,Akademia Dobra i Zła,2022,film,film_cinema,The School for Good and Evil,/09/96/870996/8028952_2.$.jpg,5.75075,8690,1347
283,Agent i pół,80094318,595630,Agent i pół,2016,film,film_cinema,Central Intelligence,/56/30/595630/7747230_1.$.jpg,6.24736,53768,8562
284,Amator,80096984,3808,Amator,1979,film,film_cinema,Amator,/38/08/3808/8012401_1.$.jpg,7.95816,34223,19544
285,Athlete A: Sport w cieniu skandalu,81034185,850414,Athlete A: Sport w cieniu skandalu,2020,film,film_cinema,Athlete A,/04/14/850414/7924811_1.$.jpg,7.00784,2042,449
286,Snajper,80013871,656040,Snajper,2014,film,film_cinema,American Sniper,/60/40/656040/7666910_2.$.jpg,7.57787,251105,41534
287,Alvin i wiewiórki,70077552,209668,Alvin i wiewiórki,2007,film,film_cinema,Alvin and the Chipmunks,/96/68/209668/7177372_2.$.jpg,6.3012,53303,1490
288,ATHENA,81312828,10015476,Athena,2022,film,film_cinema,Athena,/54/76/10015476/8028616_1.$.jpg,6.1046,3738,1865
289,Akademia Gimnastyki: Druga szansa,81422413,10019058,Akademia Gimnastyki: Druga szansa,2022,serial,serial_tv,Gymnastics Academy: A Second Chance!,/90/58/10019058/8031355_1.$.jpg,6.41414,99,30
290,All of Us Are Dead,81237994,852699,All of Us Are Dead,2022,serial,serial_tv,Jigeum uri hakgyoneun,/26/99/852699/8000200_1.$.jpg,6.86586,8797,2156
291,Pora na przygodę!,70241425,565378,Pora na przygodę!,2010,serial,serial_tv,Adventure Time with Finn and Jake,/53/78/565378/7617547_1.$.jpg,8.09446,31516,7879
292,Alvin i wiewiórki 3,70189308,592999,Alvin i wiewiórki 3,2011,film,film_cinema,Alvin and the Chipmunks: Chipwrecked,/29/99/592999/7743195_1.$.jpg,6.19505,19621,2471
293,Alvin i wiewiórki 2,70115628,488821,Alvin i wiewiórki 2 ,2009,film,film_cinema,Alvin and the Chipmunks: The Squeakquel,/88/21/488821/7743097_1.$.jpg,6.23199,29519,1744
294,A.X.L.,80195967,792123,A.X.L.,2018,film,film_cinema,A.X.L.,/21/23/792123/7899820_2.$.jpg,5.63227,3663,676
295,Potwory: Historia Lyle’a i Erika Menendezów,81665094
296,Rodzinka.pl,81713156,599540,Rodzinka.pl,2011,serial,serial_tv,Rodzinka.pl,/95/40/599540/7369585_1.$.jpg,7.07205,111964,9634
297,Alba,81423382,867173,Alba,2021,serial,serial_tv,Alba,/71/73/867173/7952153_1.$.jpg,6.25799,2597,565
298,Arnold,81317673,10035856,Arnold,2023,serial,mini_serial,Arnold,/58/56/10035856/8070489_1.$.jpg,7.33397,5252,1244
299,Ambulans,81495232,873545,Ambulans,2022,film,film_cinema,Ambulance,/35/45/873545/8005029_2.$.jpg,5.60737,11800,3039
300,Legenda Korry,80027563,590629,Legenda Korry,2012,serial,serial_tv,The Legend of Korra,/06/29/590629/7930765_2.$.jpg,7.65362,12446,3223
301,Alvin i wiewiórki: Wielka wyprawa,80063956,686358,Alvin i wiewiórki: Wielka wyprawa,2015,film,film_cinema,Alvin and the Chipmunks: The Road Chip,/63/58/686358/7716971_1.$.jpg,6.48237,9982,3313
302,Cały ten rap,81716585,10055819,Cały ten rap,2024,serial,mini_serial,Cały ten rap,/58/19/10055819/8138059.$.jpg,5.00642,2647,710
303,Ciche miejsce,80213226,795912,Ciche miejsce,2018,film,film_cinema,A Quiet Place,/59/12/795912/7837616_1.$.jpg,6.63709,119371,22301
304,"Czekam, aż stanie się coś pięknego",81685656,10048330,"Czekam, aż stanie się coś pięknego",2024,film,film_cinema,Il treno dei bambini,/83/30/10048330/8136450.$.jpg,0,0,13
305,Uzależniona,70294663,701122,Uzależniona,2014,film,film_cinema,Addicted,/11/22/701122/7624160_1.$.jpg,5.38093,7256,2003
306,Asterix ,81316606,30896,Asterix i Obelix: Misja Kleopatra,2002,film,film_cinema,Astérix & Obélix: Mission Cléopâtre,/08/96/30896/6900390_1.$.jpg,7.32394,229430,5678
307,Agent do zadań domowych,81771382,10032180,Agent do zadań domowych,2024,film,film_cinema,Keuroseu,/21/80/10032180/8136029.$.jpg,5.50168,297,52
308,Prawdziwy dżentelmen,81610282
309,NCIS,70142386,125075,Agenci NCIS,2003,serial,serial_tv,Navy NCIS: Naval Criminal Investigative Service,/50/75/125075/7975010_1.$.jpg,7.38855,32145,5236
310,Młodzi Tytani: Akcja!,80103408,685663,Młodzi Tytani: Akcja!,2013,serial,serial_tv,Teen Titans Go!,/56/63/685663/7859868_2.$.jpg,5.38963,2469,233
311,Charlie i fabryka czekolady,70021648,104541,Charlie i fabryka czekolady,2005,film,film_cinema,Charlie and the Chocolate Factory,/45/41/104541/7107721_1.$.jpg,7.11113,353736,21306
312,Znowu w akcji,81307099,38126,Looney Tunes znowu w akcji,2003,film,film_cinema,Looney Tunes: Back in Action,/81/26/38126/7403036_1.$.jpg,6.15072,13953,1682
313,"Ashley Madison: Seks, kłamstwa i skandal",81602884,10052771,"Ashley Madison: Seks, kłamstwa i skandal",2024,serial,mini_serial,"Ashley Madison: Sex, Lies & Scandal",/27/71/10052771/8126543.$.jpg,5.6375,640,139
314,Ameryka: film,80189631,861119,Ameryka: Film,2021,film,film_cinema,America: The Motion Picture,/11/19/861119/7962143_1.$.jpg,6.11449,1677,229
315,Dom z koszmarów,70155777,877679,Dom z koszmarów,2021,film,film_cinema,Aftermath,/76/79/877679/7969203_1.$.jpg,5.11458,9679,632
316,Morderstwo po amerykańsku: Laci Peterson,81582794,10028622,Morderstwo po amerykańsku: Laci Peterson,2024,serial,mini_serial,American Murder: Laci Peterson,/86/22/10028622/8139589.$.jpg,6.44809,944,134
317,Zabójczy rejs,80242619,809774,Zabójczy rejs,2019,film,film_cinema,Murder Mystery,/97/74/809774/7888757_1.$.jpg,5.90883,70594,3604
318,Apokawixa,81708180,10015510,Apokawixa,2022,film,film_cinema,Apokawixa,/55/10/10015510/8029347_2.$.jpg,5.05371,19569,3519
319,Wysoka dziewczyna,81002412,829460,Wysoka dziewczyna,2019,film,film_cinema,Dylda,/94/60/829460/7897331_1.$.jpg,7.15914,6001,7709
320,Tesciowie 2,81686998,10021076,Teściowie 2,2023,film,film_cinema,Teściowie 2,/10/76/10021076/8084175_2.$.jpg,6.22582,32597,3415
321,Paul,70123711,490878,Paul,2011,film,film_cinema,Paul,/08/78/490878/7411340_1.$.jpg,6.6081,35494,5381
322,Autostopowicz z siekierą,81436777,10025978,Autostopowicz z siekierą,2023,film,film_cinema,The Hatchet Wielding Hitchhiker,/59/78/10025978/8053892_1.$.jpg,5.55629,2434,199
323,Kakegurui,80175351,789135,Kakegurui,2017,serial,serial_tv,Kakegurui,/91/35/789135/8003208_1.$.jpg,7.08218,3614,640
324,Emotki. Film,80121840,752144,Emotki. Film,2017,film,film_cinema,The Emoji Movie,/21/44/752144/7802560_1.$.jpg,4.95194,22743,2765
325,ARQ,80092885,772257,ARQ,2016,film,film_cinema,ARQ,/22/57/772257/7752384_1.$.jpg,6.20854,14947,3115
326,Adoracja,81494906,458877,Adoracja,2008,film,film_cinema,Adoration,/88/77/458877/7544434_2.$.jpg,6.05455,550,1380
327,Kraina Jane Austen,70267492,628207,Kraina Jane Austen,2013,film,film_cinema,Austenland,/82/07/628207/7555974_1.$.jpg,6.03726,11783,2631
328,Akademia czekolady,81207686,10003462,Akademia czekolady,2021,tvshow,,School of Chocolate,/34/62/10003462/7985249_1.$.jpg,7.29517,393,44
329,Część ciebie,81660270,89920,Część ciebie,2024,film,film_cinema,En del av dig,/99/20/89920/8129332.$.jpg,5.62525,491,148
330,Adú,80993647,839137,Adú,2020,film,film_cinema,Adú,/91/37/839137/7934041_1.$.jpg,6.87408,1223,527
